,0,1
0,5,1.6115550155001208
1,10,1.2441390578152176
2,15,1.2281098890923912
3,20,1.5635176139391305
4,25,1.3776769527630435
5,30,1.5197461323739132
6,35,1.289979369177174
7,40,1.6081291833086955
8,45,1.2578749471239132
9,50,1.090923717023913
10,55,1.380394978194565
11,60,1.536774526025
