,0,1
0,5,1.7900429150990338
1,10,1.8562327393804348
2,15,1.8228721274239128
3,20,0.9130930372173913
4,25,1.9493989089347823
5,30,1.082178301326087
6,35,1.6637940328804348
7,40,1.0271497918043477
8,45,1.8367166904673913
9,50,1.4659300598260867
10,55,0.7422085774021739
11,60,1.7808380013695653
